Sinuosity_Index,Dist_to_Intersection_m,No_of_Lanes,Speed_Limit_kmh,Has_Zebra_Crossing,Has_Streetlight_Infrastructure,Elevation_Gradient_Pct,Road_Type_residential,Road_Type_trunk,Road_Type_unclassified,Baseline_Traffic_Volume_Low,Topography_Flat,Topography_Uphill,Is_Hotspot_Actual,Predicted_Hotspot,Data_Type
1.1736,85.22,2,60,0,0,18.0,False,True,False,False,False,True,0,0,Real
1.0843,121.31,2,60,0,0,4.5,False,False,False,False,False,True,0,0,Real
1.0586,1386.1,2,60,0,0,21.5,False,True,False,False,False,True,0,0,Real
1.0329,1642.05,2,60,0,0,-63.5,False,True,False,False,False,False,0,0,Real
1.0187,1721.88,2,60,0,0,12.5,False,True,False,False,False,True,0,0,Real
1.1285,172.54,2,60,0,0,-6.0,False,True,False,False,False,False,1,1,Real
1.0205,112.43,2,70,0,0,4.0,False,True,False,False,False,True,1,1,Real
1.5161,60.84,2,60,0,0,-15.5,False,False,False,False,False,False,0,0,Real
1.1158,351.88,2,60,0,0,12.0,False,False,False,False,False,True,0,0,Real
1.0378,60.35,2,60,0,0,9.8,False,True,False,False,False,True,0,0,Real
1.7817,1259.27,2,60,0,0,-14.5,False,True,False,False,False,False,0,0,Real
1.3064,43.54,2,70,0,0,3.5,False,True,False,False,False,True,0,0,Real
1.5494,152.11,2,60,0,0,1.5,False,False,False,False,True,False,0,0,Real
1.209,124.11,2,70,0,0,8.0,False,True,False,False,False,True,0,0,Real
1.0621,717.06,2,60,0,0,-31.5,False,True,False,False,False,False,0,0,Real
1.5512,1557.33,2,60,0,0,-7.5,False,True,False,False,False,False,0,0,Real
1.1288,1005.66,2,60,0,0,-9.0,False,True,False,False,False,False,0,0,Real
1.1782,65.36,2,70,0,0,9.0,False,True,False,False,False,True,0,0,Real
1.0584,49.76,2,60,0,0,18.5,False,False,False,False,False,True,0,0,Real
1.0352,245.99,2,70,0,0,-2.0,False,True,False,False,False,False,0,0,Real
1.0006,94.37,2,70,0,0,-40.91,False,True,False,False,False,False,1,1,Real
1.1912,407.43,2,60,0,0,-2.5,False,False,False,False,False,False,0,0,Real
1.0107,135.68,2,70,0,0,-9.0,False,True,False,False,False,False,0,0,Real
1.0882,225.82,2,60,0,0,12.0,False,True,False,False,False,True,1,1,Real
1.1741,110.84,2,60,0,0,-7.5,False,False,False,False,False,False,0,0,Real
1.0345,352.96,2,60,0,0,-8.5,False,True,False,False,False,False,0,0,Real
1.5581,64.2,1,15,0,0,-12.0,False,False,True,True,False,False,0,0,Real
1.1899,1304.93,2,60,0,0,12.0,False,True,False,False,False,True,0,0,Real
1.0078,222.53,2,70,0,0,6.5,False,True,False,False,False,True,1,1,Real
1.1446,158.4,2,60,0,0,17.5,False,False,False,False,False,True,0,0,Real
1.0702,42.11,1,25,0,0,-23.0,True,False,False,True,False,False,0,0,Real
1.0506,629.58,1,70,0,0,14.99,False,True,False,False,False,True,0,0,Real
1.1038,2134.37,2,60,0,0,9.0,False,True,False,False,False,True,1,1,Real
1.0173,248.8,2,70,0,0,-8.5,False,True,False,False,False,False,0,0,Real
1.2509,81.24,2,70,0,0,6.0,False,True,False,False,False,True,0,0,Real
1.0324,427.65,2,60,0,0,-10.5,False,True,False,False,False,False,1,1,Real
1.2799,137.28,1,25,0,0,5.5,True,False,False,True,False,True,0,0,Real
1.1971,83.52,2,60,0,0,2.0,False,False,False,False,False,True,0,0,Real
1.2542,218.91,2,60,0,0,-5.5,False,True,False,False,False,False,0,0,Real
1.0341,104.54,2,60,0,0,0.5,False,False,False,False,True,False,0,0,Real
1.0,1292.9,2,60,0,0,0.0,False,True,False,False,True,False,0,0,Real
1.0148,203.74,2,60,0,0,3.72,False,False,False,False,False,True,0,0,Real
1.0249,239.01,2,70,0,0,1.5,False,True,False,False,True,False,0,0,Real
1.1533,207.52,2,60,0,0,-1.0,False,False,False,False,True,False,0,0,Real
1.0676,126.87,2,60,0,0,-4.5,False,False,False,False,False,False,0,0,Real
1.067,1372.3,2,60,0,0,-31.0,False,True,False,False,False,False,1,1,Real
1.0724,93.93,2,60,0,0,13.0,False,True,False,False,False,True,0,0,Real
1.0531,834.81,2,60,0,0,30.0,False,True,False,False,False,True,0,0,Real
1.0306,1111.54,2,60,0,0,3.0,False,True,False,False,False,True,0,0,Real
1.6387,208.77,2,60,0,0,10.0,False,True,False,False,False,True,0,0,Real
1.6216,130.37,2,60,0,0,-4.0,False,True,False,False,False,False,0,0,Real
1.4467,186.23,2,60,0,0,-3.5,False,False,False,False,False,False,0,0,Real
1.1583,33.9,2,60,0,0,-3.0,False,False,False,False,False,False,0,0,Real
1.3881,294.28,2,60,0,0,-5.5,False,False,False,False,False,False,0,0,Real
1.1838,49.17,2,70,0,0,2.5,False,True,False,False,False,True,0,0,Real
1.4576,260.27,2,60,0,0,10.0,False,False,False,False,False,True,0,0,Real
1.2458,210.55,2,70,0,0,-12.5,False,True,False,False,False,False,0,0,Real
1.4613,95.34,2,60,0,0,2.5,False,False,False,False,False,True,0,0,Real
2.3479,62.89,2,60,0,0,8.0,False,False,False,False,False,True,0,0,Real
1.0092,198.61,2,70,0,0,15.5,False,True,False,False,False,True,1,1,Real
1.0662,120.95,2,60,0,0,-1.5,False,False,False,False,True,False,1,1,Real
1.1366,240.38,1,25,0,0,28.5,True,False,False,True,False,True,0,0,Real
1.0567,52.61,2,60,0,0,-14.5,False,False,False,False,False,False,0,0,Real
2.6798,241.63,2,60,0,0,3.0,False,True,False,False,False,True,0,0,Real
1.0009,188.42,2,70,0,0,-1.0,False,True,False,False,True,False,0,0,Real
1.2622,84.53,2,60,0,0,10.5,False,False,False,False,False,True,0,0,Real
1.0468,310.47,2,60,0,0,-5.5,False,True,False,False,False,False,1,1,Real
1.1045,134.64,2,60,0,0,-2.5,False,False,False,False,False,False,1,1,Real
2.4514,143.54,2,60,0,0,1.5,False,False,False,False,True,False,0,0,Real
1.0153,117.06,2,70,0,0,13.0,False,True,False,False,False,True,0,0,Real
1.0337,421.39,2,70,0,0,1.5,False,True,False,False,True,False,1,1,Real
1.2887,155.6,2,60,0,0,3.5,False,False,False,False,False,True,0,0,Real
1.0238,46.7,2,70,0,0,-1.0,False,True,False,False,True,False,1,1,Real
1.0429,212.18,2,70,0,0,7.0,False,True,False,False,False,True,1,1,Real
1.1996,463.12,2,60,0,0,-1.0,False,False,False,False,True,False,0,0,Real
1.104,1506.11,2,60,0,0,67.0,False,True,False,False,False,True,0,0,Real
1.1005,1811.08,2,60,0,0,46.0,False,True,False,False,False,True,0,0,Real
1.0842,573.94,2,60,0,0,9.5,False,True,False,False,False,True,1,1,Real
1.3595,159.14,2,60,0,0,-12.5,False,False,False,False,False,False,0,0,Real
1.0713,131.58,1,25,0,0,0.0,True,False,False,True,True,False,0,0,Real
1.0752,254.65,1,25,0,0,-25.89,True,False,False,True,False,False,0,0,Real
1.2833,296.93,2,60,0,0,-8.0,False,False,False,False,False,False,0,0,Real
1.0,915.2,2,60,0,0,-67.54,False,True,False,False,False,False,0,0,Real
1.1415,43.86,2,70,0,0,6.5,False,True,False,False,False,True,0,0,Real
1.1279,142.26,2,70,0,0,-1.5,False,True,False,False,True,False,1,1,Real
1.2194,1202.38,2,60,0,0,15.5,False,True,False,False,False,True,0,0,Real
1.0046,85.27,2,70,0,0,-14.0,False,True,False,False,False,False,0,0,Real
1.0256,103.04,2,70,0,0,8.5,False,True,False,False,False,True,0,0,Real
1.0247642121814151,191.71560148848377,2,66,0,0,12.175984835627453,False,True,False,False,False,True,1,1,Synthetic
1.1048615332097185,156.2494400978395,2,70,0,0,-7.219750419814878,False,True,False,False,False,True,1,1,Synthetic
1.0435952344751613,337.605312367566,2,62,0,0,-3.7875298722235673,False,True,False,False,True,False,1,1,Synthetic
1.0538575875165546,296.61842160907526,2,64,0,0,-2.311330941315665,False,True,False,False,False,True,1,1,Synthetic
1.1278969691776823,170.43978920503127,2,62,0,0,-6.93573748290685,False,True,False,False,False,False,1,1,Synthetic
1.0629680077395323,424.3679946292669,2,60,0,0,0.9844950827001284,False,True,False,False,False,True,1,1,Synthetic
1.1242645267459095,141.82818969703783,2,70,0,0,-1.2181803678999727,False,True,False,False,True,True,1,1,Synthetic
1.0796045202154274,256.6643666324561,2,61,0,0,10.343990133247484,False,True,False,False,True,True,1,1,Synthetic
1.0582116002686524,333.4315841368749,2,65,0,0,6.22241840038254,False,True,False,False,True,True,1,1,Synthetic
1.1269911544571958,150.2341317625166,2,70,0,0,-5.05635212401633,False,True,False,False,True,False,1,1,Synthetic
1.0179495973108004,196.69799663124422,2,69,0,0,13.923165614566575,False,True,False,False,False,True,1,1,Synthetic
1.1047090348826019,167.49637719682195,2,67,0,0,-5.727259927487365,False,True,False,False,False,True,1,1,Synthetic
1.1025400088799362,175.29600408872125,2,60,0,0,-1.7549700055241404,False,True,False,False,False,True,1,1,Synthetic
1.0084013784358326,212.25501986777715,2,70,0,0,10.366004230351406,False,True,False,False,False,True,1,1,Synthetic
1.0282707964509723,190.16230800425527,2,65,0,0,11.427091210219501,False,True,False,False,False,True,1,1,Synthetic
1.1256893043439964,161.65645145136986,2,70,0,0,-10.150548219144142,False,True,False,False,True,False,1,1,Synthetic
1.8485654386289272,87.46557943307386,2,61,0,0,-6.134406184137816,False,True,False,False,False,True,1,1,Synthetic
1.029161711299147,205.48541980316188,2,67,0,0,14.615620385480833,False,True,False,False,False,True,1,1,Synthetic
1.0275202531309147,190.49477229401947,2,65,0,0,11.587383125307177,False,True,False,False,False,True,1,1,Synthetic
1.044511670453911,252.79822792690038,2,65,0,0,1.8343895707981028,False,True,False,False,False,True,1,1,Synthetic
1.968520661230516,84.19307789938162,2,60,0,0,-7.774159497216897,False,True,False,False,True,False,1,1,Synthetic
1.1267396006817085,166.4089540983645,2,66,0,0,-8.731654114590082,False,True,False,False,False,False,1,1,Synthetic
1.018705546340679,101.7060582581592,2,67,0,0,-30.032872236491563,False,True,False,False,True,False,1,1,Synthetic
1.0325007999497866,215.24643078403724,2,70,0,0,6.851863247147959,False,True,False,False,False,True,1,1,Synthetic
1.0572094785149726,122.19280738175378,2,61,0,0,-0.012597548432977668,False,True,False,False,True,True,1,1,Synthetic
1.127256905664075,172.67197127289566,2,60,0,0,-5.796726712364479,False,True,False,False,False,True,1,1,Synthetic
1.1017761286404169,133.23731444614725,2,65,0,0,-1.5,False,True,False,False,True,False,1,1,Synthetic
1.0446413270634427,368.51254383802666,2,63,0,0,-5.563981022805379,False,True,False,False,False,True,1,1,Synthetic
1.0843082203801029,127.2042330032414,2,62,0,0,-1.5,False,True,False,False,True,False,1,1,Synthetic
1.0089320177462928,222.57632261673263,2,69,0,0,6.577439024932964,False,True,False,False,False,True,1,1,Synthetic
1.2520778793422151,113.3780812522983,2,60,0,0,-2.7924756265772332,False,True,False,False,True,False,1,1,Synthetic
1.1037908711552844,183.9824049930435,2,62,0,0,-2.2474453857324495,False,True,False,False,False,True,1,1,Synthetic
1.035678023487549,135.59773688815494,2,70,0,0,3.7231597295617007,False,True,False,False,False,True,1,1,Synthetic
1.0718867429559338,259.1754881347874,2,60,0,0,5.1042995586677,False,True,False,False,False,True,1,1,Synthetic
1.0851488563704528,232.05863063384498,2,60,0,0,10.710265373983606,False,True,False,False,False,True,1,1,Synthetic
1.041775509167228,351.35679415168215,2,60,0,0,-7.244614872490278,False,True,False,False,False,False,1,1,Synthetic
1.0846793305675126,233.01866346521894,2,60,0,0,10.511794322016165,False,True,False,False,False,True,1,1,Synthetic
1.0378463000715161,210.14502350060758,2,70,0,0,8.274672088786705,False,True,False,False,False,True,1,1,Synthetic
1.0628194654246876,186.89282092521705,2,65,0,0,5.836810506028627,False,True,False,False,False,True,1,1,Synthetic
1.0464279005456874,301.0921396501575,2,60,0,0,-4.307373543869859,False,True,False,False,False,True,1,1,Synthetic
1.0774046781183872,174.10502960424412,2,63,0,0,0.5106805865303388,False,True,False,False,False,True,1,1,Synthetic
1.0317399502147635,207.68617579864517,2,70,0,0,9.814849352359339,False,True,False,False,False,True,1,1,Synthetic
1.0480261761999918,123.46226387823643,2,63,0,0,1.5066987904425302,False,True,False,False,True,True,1,1,Synthetic
1.1267852364156477,166.56789234415194,2,65,0,0,-8.660840044684772,False,True,False,False,False,False,1,1,Synthetic
1.041859237251805,381.9674227059258,2,70,0,0,1.6373608964950321,False,True,False,False,True,True,1,1,Synthetic
1.06619925770677,200.65384478498908,2,60,0,0,9.193782870761494,False,True,False,False,False,True,1,1,Synthetic
1.0421092657636892,256.6911682136302,2,70,0,0,3.723170936392054,False,True,False,False,False,True,1,1,Synthetic
1.0430725562181264,211.29741737614003,2,69,0,0,7.0,False,True,False,False,False,True,1,1,Synthetic
1.0755220170427826,124.16964640488976,2,61,0,0,-1.5,False,True,False,False,True,False,1,1,Synthetic
1.7408727563849236,93.46653983404164,2,60,0,0,-6.1912418875716755,False,True,False,False,True,False,1,1,Synthetic
1.120620718193297,155.87961923097902,2,67,0,0,-8.612120642008353,False,True,False,False,False,False,1,1,Synthetic
1.0415295322725897,132.00118217087865,2,70,0,0,5.195385095148085,False,True,False,False,True,True,1,1,Synthetic
1.1235574324835724,141.05386602406858,2,70,0,0,-1.2776152575386277,False,True,False,False,True,True,1,1,Synthetic
1.00820507195444,215.60905632128404,2,70,0,0,9.104033992827913,False,True,False,False,False,True,1,1,Synthetic
1.0445865453316892,182.93500517091258,2,61,0,0,7.942571976900567,False,True,False,False,False,True,1,1,Synthetic
1.075061800761192,443.8744286226388,2,64,0,0,6.204976236006724,False,True,False,False,False,True,1,1,Synthetic
1.2547671103431284,113.26853277506811,2,60,0,0,-2.8111748151800753,False,True,False,False,True,False,1,1,Synthetic
1.0325355073256244,426.9974801089162,2,61,0,0,-9.249163148082232,False,True,False,False,True,False,1,1,Synthetic
1.0273852531951029,202.77836722678325,2,65,0,0,6.737685111591055,False,True,False,False,False,True,1,1,Synthetic
1.0167004974761946,119.43505982549881,2,70,0,0,5.5285354980826575,False,True,False,False,False,True,1,1,Synthetic
1.0424154316445362,346.1494249925864,2,60,0,0,-7.022419567869362,False,True,False,False,False,False,1,1,Synthetic
1.0021605122893458,99.12120259524036,2,70,0,0,-34.16496429221156,False,True,False,False,False,True,1,1,Synthetic
1.070280107281285,220.42425305334942,2,63,0,0,10.022086896389087,False,True,False,False,False,True,1,1,Synthetic
