Sinuosity_Index,Dist_to_Intersection_m,No_of_Lanes,Speed_Limit_kmh,Has_Zebra_Crossing,Has_Streetlight_Infrastructure,Elevation_Gradient_Pct,Road_Type_residential,Road_Type_trunk,Road_Type_unclassified,Baseline_Traffic_Volume_Low,Topography_Flat,Topography_Uphill,Is_Hotspot_Actual,Predicted_Hotspot,Data_Type
1.0148,203.74,2,60,0,0,3.72,False,False,False,False,False,True,0,0,Real
1.0249,239.01,2,70,0,0,1.5,False,True,False,False,True,False,0,1,Real
1.1533,207.52,2,60,0,0,-1.0,False,False,False,False,True,False,0,0,Real
1.0676,126.87,2,60,0,0,-4.5,False,False,False,False,False,False,0,0,Real
1.067,1372.3,2,60,0,0,-31.0,False,True,False,False,False,False,1,0,Real
1.0724,93.93,2,60,0,0,13.0,False,True,False,False,False,True,0,0,Real
1.0531,834.81,2,60,0,0,30.0,False,True,False,False,False,True,0,0,Real
1.0306,1111.54,2,60,0,0,3.0,False,True,False,False,False,True,0,0,Real
1.6387,208.77,2,60,0,0,10.0,False,True,False,False,False,True,0,0,Real
1.6216,130.37,2,60,0,0,-4.0,False,True,False,False,False,False,0,0,Real
1.4467,186.23,2,60,0,0,-3.5,False,False,False,False,False,False,0,0,Real
1.1583,33.9,2,60,0,0,-3.0,False,False,False,False,False,False,0,0,Real
1.3881,294.28,2,60,0,0,-5.5,False,False,False,False,False,False,0,0,Real
1.1838,49.17,2,70,0,0,2.5,False,True,False,False,False,True,0,0,Real
1.4576,260.27,2,60,0,0,10.0,False,False,False,False,False,True,0,0,Real
1.2458,210.55,2,70,0,0,-12.5,False,True,False,False,False,False,0,0,Real
1.4613,95.34,2,60,0,0,2.5,False,False,False,False,False,True,0,0,Real
2.3479,62.89,2,60,0,0,8.0,False,False,False,False,False,True,0,0,Real
1.0092,198.61,2,70,0,0,15.5,False,True,False,False,False,True,1,1,Real
1.0662,120.95,2,60,0,0,-1.5,False,False,False,False,True,False,1,0,Real
1.1366,240.38,1,25,0,0,28.5,True,False,False,True,False,True,0,0,Real
1.0567,52.61,2,60,0,0,-14.5,False,False,False,False,False,False,0,0,Real
2.6798,241.63,2,60,0,0,3.0,False,True,False,False,False,True,0,0,Real
1.0009,188.42,2,70,0,0,-1.0,False,True,False,False,True,False,0,1,Real
1.2622,84.53,2,60,0,0,10.5,False,False,False,False,False,True,0,0,Real
1.0468,310.47,2,60,0,0,-5.5,False,True,False,False,False,False,1,1,Real
1.1045,134.64,2,60,0,0,-2.5,False,False,False,False,False,False,1,0,Real
2.4514,143.54,2,60,0,0,1.5,False,False,False,False,True,False,0,0,Real
1.0153,117.06,2,70,0,0,13.0,False,True,False,False,False,True,0,1,Real
1.0337,421.39,2,70,0,0,1.5,False,True,False,False,True,False,1,1,Real
1.2887,155.6,2,60,0,0,3.5,False,False,False,False,False,True,0,0,Real
1.0238,46.7,2,70,0,0,-1.0,False,True,False,False,True,False,1,1,Real
1.0429,212.18,2,70,0,0,7.0,False,True,False,False,False,True,1,1,Real
1.1996,463.12,2,60,0,0,-1.0,False,False,False,False,True,False,0,0,Real
1.104,1506.11,2,60,0,0,67.0,False,True,False,False,False,True,0,0,Real
1.1005,1811.08,2,60,0,0,46.0,False,True,False,False,False,True,0,0,Real
1.0842,573.94,2,60,0,0,9.5,False,True,False,False,False,True,1,1,Real
1.3595,159.14,2,60,0,0,-12.5,False,False,False,False,False,False,0,0,Real
1.0713,131.58,1,25,0,0,0.0,True,False,False,True,True,False,0,0,Real
1.0752,254.65,1,25,0,0,-25.89,True,False,False,True,False,False,0,0,Real
1.2833,296.93,2,60,0,0,-8.0,False,False,False,False,False,False,0,0,Real
1.0,915.2,2,60,0,0,-67.54,False,True,False,False,False,False,0,0,Real
1.1415,43.86,2,70,0,0,6.5,False,True,False,False,False,True,0,0,Real
1.1279,142.26,2,70,0,0,-1.5,False,True,False,False,True,False,1,1,Real
1.2194,1202.38,2,60,0,0,15.5,False,True,False,False,False,True,0,0,Real
1.0046,85.27,2,70,0,0,-14.0,False,True,False,False,False,False,0,0,Real
1.0256,103.04,2,70,0,0,8.5,False,True,False,False,False,True,0,1,Real
1.0098223289882997,198.33433014915278,2,69,0,0,15.367090542699852,False,True,False,False,False,True,1,1,Synthetic
1.0774169114956151,148.05705170040463,2,70,0,0,-2.878773347285347,False,True,False,False,False,True,1,1,Synthetic
1.0388729478881,377.5897420039658,2,66,0,0,-1.2641706272289879,False,True,False,False,True,False,1,1,Synthetic
1.0516719037003193,300.9081552676863,2,62,0,0,-3.298838689614714,False,True,False,False,False,True,1,1,Synthetic
1.1284591685141263,172.39779379057765,2,60,0,0,-6.06335920221788,False,True,False,False,False,False,1,1,Synthetic
1.0767632940870788,521.5509917947226,2,60,0,0,6.5173639386679225,False,True,False,False,False,True,1,1,Synthetic
1.0453131992858817,132.4505944715961,2,70,0,0,4.9020775747378496,False,True,False,False,True,True,1,1,Synthetic
1.0767645669589507,266.8553695383121,2,62,0,0,9.79684317557766,False,True,False,False,True,True,1,1,Synthetic
1.0667248186255651,302.8824077320776,2,63,0,0,7.86257973520062,False,True,False,False,True,True,1,1,Synthetic
1.1257695079794192,160.9527517283994,2,70,0,0,-9.836707906620141,False,True,False,False,True,False,1,1,Synthetic
1.050826510857618,189.5135780548357,2,66,0,0,7.998156048291806,False,True,False,False,False,True,1,1,Synthetic
1.1190859111466536,164.0166476154183,2,69,0,0,-9.011794322016165,False,True,False,False,False,True,1,1,Synthetic
1.060921933065711,179.7143255965459,2,60,0,0,5.050501511267392,False,True,False,False,False,True,1,1,Synthetic
1.0085707690562067,209.36086012538584,2,70,0,0,11.45494393275617,False,True,False,False,False,True,1,1,Synthetic
1.0452026773636816,182.66208035372594,2,60,0,0,7.810985990168496,False,True,False,False,False,True,1,1,Synthetic
1.127047118019944,149.743112329361,2,70,0,0,-4.8373642697843975,False,True,False,False,True,False,1,1,Synthetic
1.6762988482366667,92.65905257126377,2,63,0,0,-4.026095031963287,False,True,False,False,False,True,1,1,Synthetic
1.0355921338272178,207.7002526764379,2,66,0,0,14.330728248161238,False,True,False,False,False,True,1,1,Synthetic
1.0254663480492325,191.40457999728724,2,65,0,0,12.026031195515682,False,True,False,False,False,True,1,1,Synthetic
1.0457285850073388,283.4675949670066,2,62,0,0,-2.065977587624198,False,True,False,False,False,True,1,1,Synthetic
1.590850354482431,99.57785034371955,2,60,0,0,-5.148082268010057,False,True,False,False,True,False,1,1,Synthetic
1.127389512063214,168.67243856498672,2,63,0,0,-7.723170936392054,False,True,False,False,False,False,1,1,Synthetic
1.0643443134575252,120.19810749544237,2,60,0,0,-2.614826320715423,False,True,False,False,True,False,1,1,Synthetic
1.0131031247682605,220.96625808115397,2,70,0,0,6.575543087866958,False,True,False,False,False,True,1,1,Synthetic
1.026937914048631,126.37740599915985,2,67,0,0,4.995565690483859,False,True,False,False,True,True,1,1,Synthetic
1.109739198879958,174.5317127226812,2,60,0,0,-2.932196043263575,False,True,False,False,False,True,1,1,Synthetic
1.1121005844856262,136.80318404195617,2,67,0,0,-1.5,False,True,False,False,True,False,1,1,Synthetic
1.0336534412756913,421.5946656307245,2,60,0,0,-9.994580130769608,False,True,False,False,False,True,1,1,Synthetic
1.110047900293613,136.09422617920413,2,67,0,0,-1.5,False,True,False,False,True,False,1,1,Synthetic
1.0167156219932714,222.8948308004709,2,68,0,0,7.109899514465072,False,True,False,False,False,True,1,1,Synthetic
1.4768917619441218,104.22006600895148,2,60,0,0,-4.355687262127505,False,True,False,False,True,False,1,1,Synthetic
1.06016716371991,204.1838508194249,2,67,0,0,4.377650369639849,False,True,False,False,False,True,1,1,Synthetic
1.0236621028123536,132.01091065497053,2,70,0,0,5.623744722123348,False,True,False,False,False,True,1,1,Synthetic
1.0664803272397394,270.2299106076342,2,60,0,0,2.818978905686956,False,True,False,False,False,True,1,1,Synthetic
1.0701196086798224,262.78872283219914,2,60,0,0,4.357322509586714,False,True,False,False,False,True,1,1,Synthetic
1.0424154316445362,346.1494249925864,2,60,0,0,-7.022419567869362,False,True,False,False,False,False,1,1,Synthetic
1.0525683222124032,298.67559238454265,2,60,0,0,-3.0616995478971756,False,True,False,False,False,True,1,1,Synthetic
1.0295688656816624,206.8119438368,2,70,0,0,10.362452276138553,False,True,False,False,False,True,1,1,Synthetic
1.0736030421922897,184.5363427497654,2,64,0,0,3.893416537014028,False,True,False,False,False,True,1,1,Synthetic
1.0460080612235343,290.51111222081954,2,62,0,0,-2.9617346908153825,False,True,False,False,False,True,1,1,Synthetic
1.1212225835047414,163.49949480185504,2,69,0,0,-9.499937484764668,False,True,False,False,False,True,1,1,Synthetic
1.0293817662206637,206.73660438024945,2,70,0,0,10.409643534847444,False,True,False,False,False,True,1,1,Synthetic
1.04959630035736,123.24521730354142,2,63,0,0,1.246935602642659,False,True,False,False,True,True,1,1,Synthetic
1.1259466432668557,163.64727482594589,2,68,0,0,-9.96210527556866,False,True,False,False,False,False,1,1,Synthetic
1.0522433152295736,331.79519409280067,2,70,0,0,1.8121770240668966,False,True,False,False,True,True,1,1,Synthetic
1.0766111595151617,212.56378552703688,2,60,0,0,10.52183157081143,False,True,False,False,False,True,1,1,Synthetic
1.0575345191534369,272.0498377757962,2,70,0,0,2.4747241692362176,False,True,False,False,False,True,1,1,Synthetic
1.0462151391200543,195.2238785990668,2,64,0,0,7.0,False,True,False,False,False,True,1,1,Synthetic
1.1144222250237212,137.60503428290926,2,67,0,0,-1.5,False,True,False,False,True,False,1,1,Synthetic
1.4555534992692183,105.08930118509646,2,60,0,0,-4.207314661157381,False,True,False,False,True,False,1,1,Synthetic
1.106962786536812,137.88480880205546,2,61,0,0,-3.4337579286490536,False,True,False,False,False,False,1,1,Synthetic
1.0494564569387124,132.94271783966272,2,70,0,0,4.580894810952534,False,True,False,False,True,True,1,1,Synthetic
1.1147877536651476,138.6181163112789,2,70,0,0,-0.8285162491462965,False,True,False,False,True,True,1,1,Synthetic
1.0087011830266923,207.13264428680125,2,70,0,0,12.293319457307225,False,True,False,False,False,True,1,1,Synthetic
1.0129082280264792,196.96738542445166,2,69,0,0,14.70804175313891,False,True,False,False,False,True,1,1,Synthetic
1.0785396492127997,493.3752475696788,2,62,0,0,7.459008129615235,False,True,False,False,False,True,1,1,Synthetic
1.6716607246820654,96.28596020978493,2,60,0,0,-5.709985783518855,False,True,False,False,True,False,1,1,Synthetic
1.0336993235099061,421.3932575599907,2,69,0,0,1.4937554760562102,False,True,False,False,True,False,1,1,Synthetic
1.0223258368809678,207.88076401931528,2,66,0,0,6.676284428167085,False,True,False,False,False,True,1,1,Synthetic
1.0144515969459749,123.58130861914522,2,70,0,0,6.4332655964468985,False,True,False,False,False,True,1,1,Synthetic
1.0347710442852582,408.35562712871007,2,60,0,0,-9.676720734285292,False,True,False,False,False,False,1,1,Synthetic
1.006581801497005,112.58244920070257,2,70,0,0,-15.054731208034852,False,True,False,False,False,True,1,1,Synthetic
1.064862797702562,218.79308080933654,2,65,0,0,9.424149856794916,False,True,False,False,False,True,1,1,Synthetic
1.048331813496284,472.64353274848236,2,60,0,0,-4.348720657805407,False,True,False,False,False,True,1,1,Synthetic
1.0665392483625988,224.93363342180285,2,62,0,0,10.518232164108131,False,True,False,False,False,True,1,1,Synthetic
1.0460222041414258,378.3781458447317,2,60,0,0,-5.007175749425081,False,True,False,False,False,True,1,1,Synthetic
1.047973424642745,186.23068051579543,2,61,0,0,7.0,False,True,False,False,False,True,1,1,Synthetic
1.0402931840609917,184.83681319107322,2,62,0,0,8.859495866371097,False,True,False,False,False,True,1,1,Synthetic
1.0635360555870075,131.913489352447,2,64,0,0,1.918979979826588,False,True,False,False,False,True,1,1,Synthetic
1.0411030575135853,209.5983822144893,2,65,0,0,14.086573401296857,False,True,False,False,False,True,1,1,Synthetic
1.0486041572926352,183.00463810980023,2,60,0,0,7.0,False,True,False,False,False,True,1,1,Synthetic
1.0292593177008134,205.51903841315354,2,67,0,0,14.611296051229793,False,True,False,False,False,True,1,1,Synthetic
1.0371718335492945,288.75971903397345,2,62,0,0,-2.5374872459367857,False,True,False,False,False,True,1,1,Synthetic
1.0246854824301077,239.3425954555893,2,70,0,0,5.133369227779047,False,True,False,False,False,True,1,1,Synthetic
1.0514021386421148,121.0129683025539,2,70,0,0,2.417488244584431,False,True,False,False,True,True,1,1,Synthetic
1.0139011815140802,216.37698806043625,2,68,0,0,6.5740434649767,False,True,False,False,False,True,1,1,Synthetic
1.104265236396585,134.5490093329209,2,60,0,0,-2.5867879692701408,False,True,False,False,False,False,1,1,Synthetic
1.047172441220902,462.08744372769473,2,67,0,0,3.63424811420228,False,True,False,False,True,True,1,1,Synthetic
1.0872318591714718,227.79954398876595,2,60,0,0,11.590761727071424,False,True,False,False,False,True,1,1,Synthetic
1.1169271190189853,151.01317102975315,2,65,0,0,-7.21170389345415,False,True,False,False,False,False,1,1,Synthetic
1.0341120279642484,432.4849917160212,2,60,0,0,-9.838985341989032,False,True,False,False,False,True,1,1,Synthetic
1.0863308919745633,150.7179297045336,2,70,0,0,-4.288717535519706,False,True,False,False,False,True,1,1,Synthetic
1.0420100026155878,351.0277488457248,2,63,0,0,-2.9404594129095463,False,True,False,False,True,False,1,1,Synthetic
1.073735956955431,221.464822359207,2,63,0,0,10.403527257773835,False,True,False,False,False,True,1,1,Synthetic
1.0662584948768805,134.93841209605668,2,70,0,0,3.2784112498542273,False,True,False,False,True,True,1,1,Synthetic
1.065338223013326,272.5651551188878,2,60,0,0,2.336205380029104,False,True,False,False,False,True,1,1,Synthetic
1.074488251391031,254.60914314794402,2,65,0,0,6.47106910928672,False,True,False,False,False,True,1,1,Synthetic
1.0865707868955177,367.61041648310555,2,60,0,0,10.981741809698484,False,True,False,False,False,True,1,1,Synthetic
1.0498210447340803,208.97497414417117,2,69,0,0,5.948906757674702,False,True,False,False,False,True,1,1,Synthetic
1.0655324499688992,517.5492127278328,2,63,0,0,6.542764351508764,False,True,False,False,True,True,1,1,Synthetic
1.0088609760864118,204.40246572359604,2,70,0,0,13.320560555503167,False,True,False,False,False,True,1,1,Synthetic
1.0326854270638786,193.4778534488239,2,68,0,0,11.26750476216776,False,True,False,False,False,True,1,1,Synthetic
1.0419927389941839,116.43696140548025,2,65,0,0,1.4133465105467886,False,True,False,False,True,True,1,1,Synthetic
1.0672227922067883,121.3032528675309,2,60,0,0,-1.5,False,True,False,False,True,False,1,1,Synthetic
1.4390210887971682,105.76276523171143,2,60,0,0,-4.092358875889595,False,True,False,False,True,False,1,1,Synthetic
1.0364567587500004,214.07993011217937,2,70,0,0,6.908215936609692,False,True,False,False,False,True,1,1,Synthetic
1.1062422664233407,136.24463507828915,2,70,0,0,-0.390898187415031,False,True,False,False,True,True,1,1,Synthetic
1.108448343496734,157.32012503149437,2,70,0,0,-7.78708420862227,False,True,False,False,False,True,1,1,Synthetic
1.0691395923526048,197.12514315073147,2,64,0,0,0.14751529074101644,False,True,False,False,False,True,1,1,Synthetic
1.0376848522310396,387.6495565292446,2,66,0,0,-0.6293103524638273,False,True,False,False,True,False,1,1,Synthetic
